customer_id,signup_date,channel,region,age_group,gender,risk_segment,kyc_submit_date,kyc_approved_date,activate_date,card_activate_date
C100913,2025-07-11,organic,CanTho,18-24,M,low,2025-07-16,2025-07-17,2025-07-17,
C100914,2025-07-11,organic,Hanoi,35-44,M,low,2025-07-15,2025-07-16,2025-07-19,2025-07-21
C100915,2025-07-13,organic,HCMC,35-44,M,medium,2025-07-18,2025-07-22,,
C100916,2025-07-13,organic,DaNang,25-34,M,medium,,,,
C100917,2025-07-13,campaign,HCMC,25-34,M,low,2025-07-17,2025-07-19,,
C100918,2025-07-14,organic,DaNang,18-24,M,low,,,,
C100919,2025-07-14,paid,Hanoi,18-24,M,medium,,,,
C100920,2025-07-15,referral,HCMC,35-44,M,medium,2025-07-18,2025-07-22,2025-07-25,
C100921,2025-07-15,referral,Hanoi,25-34,F,low,2025-07-18,2025-07-20,2025-07-22,2025-07-29
C100922,2025-07-15,paid,CanTho,25-34,M,low,2025-07-15,2025-07-18,2025-07-18,2025-07-23
C100923,2025-07-17,referral,HCMC,25-34,F,medium,2025-07-17,2025-07-21,2025-07-21,2025-07-28
C100924,2025-07-18,paid,HCMC,55+,F,low,2025-07-21,2025-07-25,2025-07-28,
C100925,2025-07-18,organic,CanTho,25-34,M,high,2025-07-23,2025-07-27,2025-07-28,2025-08-05
C100926,2025-07-20,paid,HCMC,25-34,M,medium,2025-07-25,2025-07-26,2025-07-30,
C100927,2025-07-20,paid,HCMC,18-24,M,low,2025-07-25,2025-07-28,2025-07-30,2025-08-08
C100928,2025-07-20,referral,Hanoi,18-24,F,low,2025-07-21,2025-07-24,2025-07-27,2025-08-02
C100929,2025-07-21,organic,DaNang,35-44,M,medium,,,,
C100930,2025-07-21,paid,HaiPhong,25-34,M,low,,,,
C100931,2025-07-23,organic,HCMC,35-44,F,low,,,,
C100932,2025-07-23,organic,HCMC,25-34,M,medium,2025-07-26,2025-07-29,2025-07-29,2025-08-06
C100933,2025-07-24,organic,HaiPhong,25-34,M,low,2025-07-30,2025-07-31,2025-08-03,
C100934,2025-07-24,organic,Hanoi,35-44,F,medium,,,,
C100935,2025-07-27,referral,CanTho,35-44,F,low,2025-07-29,2025-07-31,2025-07-31,
C100936,2025-07-27,referral,HCMC,25-34,F,high,2025-07-31,2025-08-02,2025-08-06,2025-08-09
C100937,2025-07-28,organic,HCMC,35-44,F,low,2025-08-03,2025-08-04,2025-08-04,2025-08-10
C100938,2025-07-28,paid,CanTho,35-44,M,medium,,,,
C100939,2025-07-28,campaign,HCMC,45-54,M,medium,2025-07-31,2025-08-03,,
C100940,2025-07-29,paid,HCMC,35-44,M,high,2025-08-03,2025-08-06,2025-08-08,
C100941,2025-07-30,organic,HCMC,45-54,F,low,,,,
C100942,2025-07-31,paid,HCMC,25-34,M,low,2025-08-04,2025-08-06,2025-08-08,
C100943,2025-08-01,organic,HCMC,18-24,F,medium,,,,
C100944,2025-08-02,paid,HCMC,18-24,F,low,2025-08-08,2025-08-09,2025-08-13,2025-08-15
C100945,2025-08-02,paid,HCMC,25-34,M,low,2025-08-06,2025-08-09,2025-08-11,2025-08-17
C100946,2025-08-02,organic,Hanoi,25-34,F,medium,2025-08-04,2025-08-06,2025-08-09,2025-08-14
C100947,2025-08-03,paid,Hanoi,25-34,F,medium,2025-08-09,2025-08-11,2025-08-12,2025-08-21
C100948,2025-08-04,paid,Hanoi,18-24,M,low,2025-08-04,2025-08-08,,
C100949,2025-08-04,paid,HCMC,25-34,F,high,2025-08-05,2025-08-09,2025-08-12,
C100950,2025-08-05,organic,Hanoi,25-34,F,high,,,,
C100951,2025-08-05,paid,Hanoi,18-24,M,low,2025-08-08,2025-08-09,2025-08-10,2025-08-10
C100952,2025-08-06,organic,HCMC,45-54,M,medium,2025-08-12,2025-08-15,,
C100953,2025-08-06,paid,Hanoi,25-34,F,low,2025-08-08,2025-08-12,2025-08-13,
C100954,2025-08-06,paid,HaiPhong,18-24,F,low,2025-08-09,2025-08-12,2025-08-16,2025-08-25
C100955,2025-08-06,organic,DaNang,25-34,M,low,2025-08-07,2025-08-09,2025-08-12,
C100956,2025-08-07,referral,Hanoi,35-44,F,low,2025-08-10,2025-08-11,2025-08-13,2025-08-15
C100957,2025-08-07,paid,HCMC,18-24,M,medium,,,,
C100958,2025-08-08,organic,HCMC,25-34,F,medium,2025-08-11,2025-08-12,2025-08-13,2025-08-21
C100959,2025-08-11,referral,HCMC,35-44,M,low,2025-08-11,2025-08-12,,
C100960,2025-08-11,paid,HCMC,18-24,M,low,,,,
C100961,2025-08-11,campaign,Hanoi,25-34,M,low,,,,
C100962,2025-08-12,paid,Hanoi,45-54,M,low,2025-08-13,2025-08-15,2025-08-18,2025-08-26
C100963,2025-08-12,paid,HCMC,35-44,M,low,2025-08-12,2025-08-14,,
C100964,2025-08-12,referral,Hanoi,25-34,M,low,2025-08-18,2025-08-19,2025-08-19,2025-08-27
C100965,2025-08-12,organic,HCMC,18-24,M,medium,2025-08-17,2025-08-21,2025-08-22,2025-08-26
C100966,2025-08-12,organic,DaNang,45-54,F,high,2025-08-14,2025-08-16,,
C100967,2025-08-12,organic,CanTho,55+,M,low,2025-08-14,2025-08-15,2025-08-17,2025-08-19
C100968,2025-08-13,organic,HaiPhong,35-44,M,low,2025-08-18,2025-08-22,2025-08-25,2025-08-26
C100969,2025-08-14,campaign,Hanoi,25-34,M,low,,,,
C100970,2025-08-15,paid,CanTho,35-44,M,medium,,,,
C100971,2025-08-16,paid,Hanoi,45-54,M,low,2025-08-16,2025-08-20,2025-08-23,2025-08-29
C100972,2025-08-17,organic,HCMC,25-34,M,medium,,,,
C100973,2025-08-19,organic,HCMC,55+,M,low,,,,
C100974,2025-08-19,organic,Hanoi,35-44,F,low,,,,
C100975,2025-08-20,campaign,Hanoi,18-24,M,low,2025-08-25,2025-08-26,2025-08-26,
C100976,2025-08-21,paid,Hanoi,25-34,M,medium,2025-08-24,2025-08-25,2025-08-29,
C100977,2025-08-22,paid,Hanoi,55+,M,low,,,,
C100978,2025-08-22,paid,Hanoi,55+,F,low,2025-08-28,,,
C100979,2025-08-22,referral,Hanoi,45-54,M,medium,2025-08-26,2025-08-29,,
C100980,2025-08-23,organic,Hanoi,25-34,F,medium,2025-08-26,2025-08-27,2025-08-30,
C100981,2025-08-23,organic,HCMC,25-34,F,low,2025-08-26,2025-08-30,2025-08-31,
C100982,2025-08-23,paid,Hanoi,35-44,M,medium,2025-08-26,2025-08-30,,
C100983,2025-08-24,paid,HCMC,18-24,F,low,2025-08-27,2025-08-30,,
C100984,2025-08-24,referral,Hanoi,45-54,F,high,2025-08-25,2025-08-29,2025-08-29,2025-08-29
C100985,2025-08-24,referral,HCMC,25-34,F,low,2025-08-27,2025-08-30,2025-08-31,
C100986,2025-08-24,referral,HCMC,35-44,F,low,,,,
C100987,2025-08-24,paid,DaNang,35-44,M,low,2025-08-26,2025-08-29,2025-08-31,
C100988,2025-08-27,paid,Hanoi,25-34,F,medium,,,,
C100989,2025-08-27,organic,CanTho,45-54,M,high,2025-08-31,,,
C100990,2025-08-28,campaign,HCMC,25-34,M,low,,,,
C100991,2025-08-28,referral,HCMC,25-34,M,medium,,,,
C100992,2025-08-29,paid,HCMC,25-34,M,medium,2025-08-31,,,
C100993,2025-08-29,referral,CanTho,35-44,F,low,2025-08-30,,,
C100994,2025-08-30,referral,Hanoi,35-44,M,low,,,,
C100995,2025-08-30,organic,DaNang,25-34,M,low,,,,
C100996,2025-08-31,paid,HCMC,25-34,F,low,,,,
C100997,2025-08-31,campaign,Hanoi,25-34,M,low,,,,
C100998,2025-08-31,organic,HCMC,18-24,F,low,,,,
C100999,2025-08-31,organic,CanTho,25-34,F,medium,,,,
